BusinessDate;PurchaseDate;RepurchaseDate;CashAmount;Term;Rate;CashTakerID
9.01.20;9.01.20;10.01.20;80000000;ON;2.05;1
9.01.20;9.01.20;10.01.20;80000000;ON;2.04;7
9.01.20;9.01.20;10.01.20;230000000;ON;2.07;6
9.01.20;9.01.20;10.01.20;230000000;ON;2.06;3
9.01.20;9.01.20;10.01.20;97000000;ON;2.191886702;8
9.01.20;9.01.20;10.01.20;60000000;ON;1.94;7
9.01.20;9.01.20;10.01.20;280000000;ON;2.01;10
9.01.20;9.01.20;10.01.20;140000000;ON;2.02;2
9.01.20;9.01.20;10.01.20;70000000;ON;2.334638314;8
9.01.20;9.01.20;10.01.20;500000000;ON;2.08;2
9.01.20;9.01.20;10.01.20;60000000;ON;2.124083769;5
9.01.20;9.01.20;10.01.20;85000000;ON;2.02;1
9.01.20;9.01.20;10.01.20;210000000;ON;2.08;7
9.01.20;9.01.20;10.01.20;130000000;ON;1.95;1
9.01.20;9.01.20;10.01.20;120000000;ON;2.443751486;8
9.01.20;9.01.20;10.01.20;55000000;ON;2.03;4
9.01.20;9.01.20;10.01.20;115000000;ON;2.409449977;8
9.01.20;9.01.20;10.01.20;50000000;ON;2.03;10
9.01.20;9.01.20;10.01.20;93000000;ON;2.275493761;8
9.01.20;9.01.20;10.01.20;80000000;ON;1.95;3
9.01.20;9.01.20;10.01.20;150000000;ON;2.02;10
9.01.20;9.01.20;10.01.20;120000000;ON;2.05;2
9.01.20;9.01.20;10.01.20;540000000;ON;1.957606769;8
9.01.20;9.01.20;10.01.20;65000000;ON;1.91;4
9.01.20;9.01.20;10.01.20;150000000;ON;2.1;9
9.01.20;9.01.20;10.01.20;130000000;ON;1.91;10
9.01.20;9.01.20;10.01.20;150000000;ON;2;7
9.01.20;9.01.20;10.01.20;110000000;ON;2.02;4
9.01.20;9.01.20;10.01.20;130000000;ON;2.01;6
9.01.20;9.01.20;10.01.20;110000000;ON;2.07;10
7.01.20;9.01.20;16.01.20;120000000;1W;2.17;3
7.01.20;9.01.20;16.01.20;100000000;1W;2.16;2
7.01.20;9.01.20;16.01.20;200000000;1W;2.18;3
7.01.20;9.01.20;16.01.20;140000000;1W;2.19;7
7.01.20;9.01.20;16.01.20;230000000;1W;2.17;4
7.01.20;9.01.20;11.02.20;60000000;1M;2.23;2
7.01.20;9.01.20;11.02.20;90000000;1M;2.21;10
7.01.20;9.01.20;11.02.20;150000000;1M;2.28;10
7.01.20;9.01.20;11.02.20;150000000;1M;2.265;9
7.01.20;9.01.20;11.02.20;150000000;1M;2.21;1
7.01.20;9.01.20;9.04.20;100000000;3M;2.45;2
7.01.20;9.01.20;9.07.20;100000000;6M;2.61;7
10.01.20;10.01.20;13.01.20;150000000;ON;1.98;6
10.01.20;10.01.20;13.01.20;410000000;ON;1.92;1
10.01.20;10.01.20;13.01.20;130000000;ON;1.94;10
10.01.20;10.01.20;13.01.20;320000000;ON;1.95;6
10.01.20;10.01.20;13.01.20;150000000;ON;2;9
10.01.20;10.01.20;13.01.20;120000000;ON;2.409363292;8
10.01.20;10.01.20;13.01.20;450000000;ON;1.97;10
10.01.20;10.01.20;13.01.20;100000000;ON;1.97;2
10.01.20;10.01.20;13.01.20;110000000;ON;1.95;4
10.01.20;10.01.20;13.01.20;150000000;ON;2.199632481;5
10.01.20;10.01.20;13.01.20;60000000;ON;1.96;7
10.01.20;10.01.20;13.01.20;150000000;ON;1.96;3
10.01.20;10.01.20;13.01.20;100000000;ON;1.98;10
10.01.20;10.01.20;13.01.20;60000000;ON;1.93;3
10.01.20;10.01.20;13.01.20;110000000;ON;1.94;4
10.01.20;10.01.20;13.01.20;92000000;ON;1.89;7
10.01.20;10.01.20;13.01.20;100000000;ON;1.97;6
10.01.20;10.01.20;13.01.20;150000000;ON;2.055015204;5
10.01.20;10.01.20;13.01.20;130000000;ON;2.01;10
10.01.20;10.01.20;13.01.20;230000000;ON;1.99;9
10.01.20;10.01.20;13.01.20;60000000;ON;2.08;10
10.01.20;10.01.20;13.01.20;60000000;ON;1.95;1
10.01.20;10.01.20;13.01.20;110000000;ON;1.94;6
10.01.20;10.01.20;13.01.20;110000000;ON;1.98;10
10.01.20;10.01.20;13.01.20;310000000;ON;1.99;1
10.01.20;10.01.20;13.01.20;58000000;ON;1.98;4
10.01.20;10.01.20;13.01.20;139000000;ON;2.326379911;8
10.01.20;10.01.20;13.01.20;120000000;ON;1.91;3
10.01.20;10.01.20;13.01.20;110000000;ON;1.96;4
10.01.20;10.01.20;13.01.20;50000000;ON;2;7
10.01.20;10.01.20;13.01.20;272000000;ON;1.96;2
10.01.20;10.01.20;13.01.20;97000000;ON;1.98;7
10.01.20;10.01.20;13.01.20;340000000;ON;2.183920109;5
10.01.20;10.01.20;13.01.20;79000000;ON;2.07;3
10.01.20;10.01.20;13.01.20;50000000;ON;2.424024061;8
10.01.20;10.01.20;13.01.20;110000000;ON;1.93;3
10.01.20;10.01.20;13.01.20;460000000;ON;1.92;10
10.01.20;10.01.20;13.01.20;60000000;ON;1.9;4
10.01.20;10.01.20;13.01.20;130000000;ON;1.94;6
10.01.20;10.01.20;13.01.20;130000000;ON;1.98;1
10.01.20;10.01.20;13.01.20;150000000;ON;1.98;4
8.01.20;10.01.20;17.01.20;50000000;1W;2.15;10
8.01.20;10.01.20;17.01.20;70000000;1W;2.292931826;8
8.01.20;10.01.20;17.01.20;300000000;1W;2.393391057;5
8.01.20;10.01.20;11.02.20;80000000;1M;2.26;3
8.01.20;10.01.20;11.02.20;70000000;1M;2.445605518;8
8.01.20;10.01.20;11.02.20;120000000;1M;2.28;10
8.01.20;10.01.20;10.04.20;70000000;3M;2.44;6
8.01.20;10.01.20;10.04.20;80000000;3M;2.47;7
8.01.20;10.01.20;10.04.20;60000000;3M;2.45;1
8.01.20;10.01.20;10.04.20;100000000;3M;2.5;7
8.01.20;10.01.20;10.07.20;80000000;6M;2.844065747;8
13.01.20;13.01.20;14.01.20;70000000;ON;2.01;3
13.01.20;13.01.20;14.01.20;90000000;ON;2.03;2
13.01.20;13.01.20;14.01.20;50000000;ON;1.99;4
13.01.20;13.01.20;14.01.20;50000000;ON;1.98;4
13.01.20;13.01.20;14.01.20;110000000;ON;1.92;4
13.01.20;13.01.20;14.01.20;310000000;ON;1.98;7
13.01.20;13.01.20;14.01.20;60000000;ON;1.96;6
13.01.20;13.01.20;14.01.20;120000000;ON;2.02;2
13.01.20;13.01.20;14.01.20;100000000;ON;1.92;10
13.01.20;13.01.20;14.01.20;120000000;ON;2.09;7
13.01.20;13.01.20;14.01.20;140000000;ON;1.93;6
13.01.20;13.01.20;14.01.20;60000000;ON;1.94;10
13.01.20;13.01.20;14.01.20;120000000;ON;1.98;1
13.01.20;13.01.20;14.01.20;110000000;ON;1.95;9
13.01.20;13.01.20;14.01.20;80000000;ON;2.27095905;5
13.01.20;13.01.20;14.01.20;90000000;ON;2.03;3
13.01.20;13.01.20;14.01.20;110000000;ON;1.96;1
13.01.20;13.01.20;14.01.20;150000000;ON;1.98;2
13.01.20;13.01.20;14.01.20;180000000;ON;2.03;2
13.01.20;13.01.20;14.01.20;120000000;ON;2.05;10
13.01.20;13.01.20;14.01.20;97000000;ON;1.93;10
13.01.20;13.01.20;14.01.20;150000000;ON;1.98;10
13.01.20;13.01.20;14.01.20;100000000;ON;2.05;1
13.01.20;13.01.20;14.01.20;80000000;ON;1.94;2
13.01.20;13.01.20;14.01.20;140000000;ON;1.98;4
13.01.20;13.01.20;14.01.20;110000000;ON;2.213170961;5
13.01.20;13.01.20;14.01.20;127000000;ON;2.489210892;8
13.01.20;13.01.20;14.01.20;80000000;ON;1.93;3
13.01.20;13.01.20;14.01.20;120000000;ON;2.03;9
13.01.20;13.01.20;14.01.20;150000000;ON;1.74;2
13.01.20;13.01.20;14.01.20;120000000;ON;1.95;9
13.01.20;13.01.20;14.01.20;100000000;ON;2.05;7
13.01.20;13.01.20;14.01.20;140000000;ON;2.261035692;5
13.01.20;13.01.20;14.01.20;83000000;ON;1.96;1
13.01.20;13.01.20;14.01.20;90000000;ON;1.93;3
13.01.20;13.01.20;14.01.20;110000000;ON;1.95;1
13.01.20;13.01.20;14.01.20;520000000;ON;1.65;4
13.01.20;13.01.20;14.01.20;150000000;ON;2.02;3
13.01.20;13.01.20;14.01.20;350000000;ON;1.93;10
13.01.20;13.01.20;14.01.20;450000000;ON;1.93;6
13.01.20;13.01.20;14.01.20;120000000;ON;1.91;6
13.01.20;13.01.20;14.01.20;150000000;ON;2.006228771;5
13.01.20;13.01.20;14.01.20;130000000;ON;1.92;9
13.01.20;13.01.20;14.01.20;150000000;ON;1.98;9
13.01.20;13.01.20;14.01.20;63000000;ON;2.05;9
13.01.20;13.01.20;14.01.20;140000000;ON;2.01;9
13.01.20;13.01.20;14.01.20;110000000;ON;2.06;2
9.01.20;13.01.20;20.01.20;80000000;1W;2.15;6
9.01.20;13.01.20;20.01.20;200000000;1W;2.240283142;8
9.01.20;13.01.20;12.02.20;100000000;1M;2.25;1
9.01.20;13.01.20;12.02.20;100000000;1M;2.23;7
9.01.20;13.01.20;12.02.20;230000000;1M;2.38;6
9.01.20;13.01.20;12.02.20;60000000;1M;2.23;10
9.01.20;13.01.20;12.02.20;700000000;1M;2.26;2
9.01.20;13.01.20;13.04.20;100000000;3M;2.45;10
9.01.20;13.01.20;13.04.20;190000000;3M;2.727077674;5
9.01.20;13.01.20;13.04.20;120000000;3M;2.45;2
14.01.20;14.01.20;15.01.20;400000000;ON;2.17;7
14.01.20;14.01.20;15.01.20;110000000;ON;2.19;3
14.01.20;14.01.20;15.01.20;150000000;ON;2.34;2
14.01.20;14.01.20;15.01.20;130000000;ON;2.36;10
14.01.20;14.01.20;15.01.20;115000000;ON;2.31;10
14.01.20;14.01.20;15.01.20;77000000;ON;2.3;10
14.01.20;14.01.20;15.01.20;220000000;ON;2.21;10
14.01.20;14.01.20;15.01.20;130000000;ON;2.34;1
14.01.20;14.01.20;15.01.20;50000000;ON;2.247331676;8
14.01.20;14.01.20;15.01.20;80000000;ON;2.2;9
14.01.20;14.01.20;15.01.20;100000000;ON;2.696606767;8
14.01.20;14.01.20;15.01.20;60000000;ON;2.29;10
14.01.20;14.01.20;15.01.20;70000000;ON;2.34;2
14.01.20;14.01.20;15.01.20;60000000;ON;2.34;3
14.01.20;14.01.20;15.01.20;120000000;ON;2.1;6
14.01.20;14.01.20;15.01.20;100000000;ON;2.18;9
14.01.20;14.01.20;15.01.20;140000000;ON;2.2;10
14.01.20;14.01.20;15.01.20;120000000;ON;2.31;10
14.01.20;14.01.20;15.01.20;130000000;ON;2.23;10
14.01.20;14.01.20;15.01.20;100000000;ON;2.36;3
14.01.20;14.01.20;15.01.20;90000000;ON;2.38;6
14.01.20;14.01.20;15.01.20;200000000;ON;2.4;1
14.01.20;14.01.20;15.01.20;140000000;ON;2.4;4
14.01.20;14.01.20;15.01.20;300000000;ON;2.53751538;8
14.01.20;14.01.20;15.01.20;213000000;ON;2.41;6
14.01.20;14.01.20;15.01.20;450000000;ON;2.43;9
14.01.20;14.01.20;15.01.20;140000000;ON;2.44;2
14.01.20;14.01.20;15.01.20;295000000;ON;2.551549737;8
14.01.20;14.01.20;15.01.20;150000000;ON;2.51;3
14.01.20;14.01.20;15.01.20;50000000;ON;2.29;1
14.01.20;14.01.20;15.01.20;98000000;ON;2.27;9
14.01.20;14.01.20;15.01.20;70000000;ON;2.3;3
14.01.20;14.01.20;15.01.20;210000000;ON;2.3;7
14.01.20;14.01.20;15.01.20;50000000;ON;2.395459661;8
14.01.20;14.01.20;15.01.20;140000000;ON;2.34;10
14.01.20;14.01.20;15.01.20;120000000;ON;2.23;4
14.01.20;14.01.20;15.01.20;100000000;ON;2.564822794;8
14.01.20;14.01.20;15.01.20;340000000;ON;2.26;7
14.01.20;14.01.20;15.01.20;520000000;ON;2.34;9
14.01.20;14.01.20;15.01.20;60000000;ON;2.416457305;5
14.01.20;14.01.20;15.01.20;710000000;ON;2.34;6
14.01.20;14.01.20;15.01.20;88000000;ON;2.19;6
14.01.20;14.01.20;15.01.20;50000000;ON;2.17;10
14.01.20;14.01.20;15.01.20;310000000;ON;2.36;10
14.01.20;14.01.20;15.01.20;180000000;ON;2.17;6
14.01.20;14.01.20;15.01.20;120000000;ON;2.331736715;8
14.01.20;14.01.20;15.01.20;110000000;ON;2.28;3
14.01.20;14.01.20;15.01.20;201000000;ON;2.28;6
14.01.20;14.01.20;15.01.20;380000000;ON;2.33;1
14.01.20;14.01.20;15.01.20;150000000;ON;2.389302924;8
14.01.20;14.01.20;15.01.20;130000000;ON;2.33;9
14.01.20;14.01.20;15.01.20;120000000;ON;2.33;6
14.01.20;14.01.20;15.01.20;59000000;ON;2.32;1
14.01.20;14.01.20;15.01.20;140000000;ON;2.05;4
14.01.20;14.01.20;15.01.20;110000000;ON;2.13;9
14.01.20;14.01.20;15.01.20;110000000;ON;2.15;4
14.01.20;14.01.20;15.01.20;150000000;ON;2.15;2
14.01.20;14.01.20;15.01.20;65000000;ON;2.16;10
14.01.20;14.01.20;15.01.20;220000000;ON;2.279331383;8
10.01.20;14.01.20;21.01.20;110000000;1W;2.352046993;5
10.01.20;14.01.20;21.01.20;310000000;1W;2.185;1
10.01.20;14.01.20;21.01.20;100000000;1W;2.2;2
10.01.20;14.01.20;21.01.20;100000000;1W;2.21;4
10.01.20;14.01.20;14.02.20;150000000;1M;2.24;7
10.01.20;14.01.20;14.02.20;70000000;1M;2.2;7
10.01.20;14.01.20;14.04.20;132000000;3M;2.46;1
10.01.20;14.01.20;14.04.20;240000000;3M;2.43;4
15.01.20;15.01.20;16.01.20;120000000;ON;2.03;7
15.01.20;15.01.20;16.01.20;90000000;ON;2.158188304;5
15.01.20;15.01.20;16.01.20;140000000;ON;2.478698719;8
15.01.20;15.01.20;16.01.20;140000000;ON;2.08;3
15.01.20;15.01.20;16.01.20;200000000;ON;2.16;4
15.01.20;15.01.20;16.01.20;310000000;ON;2.13;2
15.01.20;15.01.20;16.01.20;80000000;ON;2.04;6
15.01.20;15.01.20;16.01.20;85000000;ON;2.16;9
15.01.20;15.01.20;16.01.20;100000000;ON;2.2;2
15.01.20;15.01.20;16.01.20;130000000;ON;2.18;9
15.01.20;15.01.20;16.01.20;120000000;ON;2.22;2
15.01.20;15.01.20;16.01.20;130000000;ON;2.25;9
15.01.20;15.01.20;16.01.20;90000000;ON;2.06;3
15.01.20;15.01.20;16.01.20;50000000;ON;2.21;2
15.01.20;15.01.20;16.01.20;150000000;ON;2.07;10
15.01.20;15.01.20;16.01.20;80000000;ON;2.326505469;8
15.01.20;15.01.20;16.01.20;120000000;ON;2.16;2
15.01.20;15.01.20;16.01.20;430000000;ON;2.21;7
15.01.20;15.01.20;16.01.20;76000000;ON;2.375498852;5
15.01.20;15.01.20;16.01.20;100000000;ON;2.25;6
15.01.20;15.01.20;16.01.20;220000000;ON;2.24;7
15.01.20;15.01.20;16.01.20;350000000;ON;2.27;2
15.01.20;15.01.20;16.01.20;1030000000;ON;2.27;2
15.01.20;15.01.20;16.01.20;48000000;ON;2.303562735;5
15.01.20;15.01.20;16.01.20;95000000;ON;2.21;6
15.01.20;15.01.20;16.01.20;60000000;ON;2.09;2
15.01.20;15.01.20;16.01.20;120000000;ON;2.26;1
15.01.20;15.01.20;16.01.20;100000000;ON;2.22;2
15.01.20;15.01.20;16.01.20;130000000;ON;2.1;2
15.01.20;15.01.20;16.01.20;530000000;ON;2.15;9
15.01.20;15.01.20;16.01.20;140000000;ON;2.17;7
15.01.20;15.01.20;16.01.20;130000000;ON;2.16;1
15.01.20;15.01.20;16.01.20;95000000;ON;2.492326225;8
15.01.20;15.01.20;16.01.20;240000000;ON;2.25;1
15.01.20;15.01.20;16.01.20;50000000;ON;2.26;4
15.01.20;15.01.20;16.01.20;350000000;ON;2.24;1
15.01.20;15.01.20;16.01.20;200000000;ON;2.27;3
15.01.20;15.01.20;16.01.20;120000000;ON;2.25;10
15.01.20;15.01.20;16.01.20;150000000;ON;2.23;3
15.01.20;15.01.20;16.01.20;74000000;ON;2.21;9
15.01.20;15.01.20;16.01.20;80000000;ON;2.48203419;5
15.01.20;15.01.20;16.01.20;350000000;ON;2.07;10
15.01.20;15.01.20;16.01.20;110000000;ON;2.06;4
15.01.20;15.01.20;16.01.20;80000000;ON;2.419652558;8
15.01.20;15.01.20;16.01.20;110000000;ON;2.08;2
15.01.20;15.01.20;16.01.20;110000000;ON;2.13;3
15.01.20;15.01.20;16.01.20;200000000;ON;2.12;1
15.01.20;15.01.20;16.01.20;200000000;ON;2.19;4
15.01.20;15.01.20;16.01.20;230000000;ON;2.21;2
15.01.20;15.01.20;16.01.20;120000000;ON;2.18;6
15.01.20;15.01.20;16.01.20;110000000;ON;2.21;6
15.01.20;15.01.20;16.01.20;70000000;ON;2.21;7
15.01.20;15.01.20;16.01.20;214000000;ON;2.07;2
15.01.20;15.01.20;16.01.20;110000000;ON;2.09;2
13.01.20;15.01.20;22.01.20;80000000;1W;2.17;6
13.01.20;15.01.20;22.01.20;120000000;1W;2.19;2
13.01.20;15.01.20;22.01.20;120000000;1W;2.46596347;5
13.01.20;15.01.20;15.02.20;310000000;1M;2.491837045;5
13.01.20;15.01.20;15.02.20;450000000;1M;2.468611504;8
13.01.20;15.01.20;15.04.20;110000000;3M;2.581438132;8
13.01.20;15.01.20;15.04.20;110000000;3M;2.445;4
16.01.20;16.01.20;17.01.20;60000000;ON;2.424039883;8
16.01.20;16.01.20;17.01.20;110000000;ON;2.14;7
16.01.20;16.01.20;17.01.20;230000000;ON;2.13;6
16.01.20;16.01.20;17.01.20;320000000;ON;2.11;4
16.01.20;16.01.20;17.01.20;85000000;ON;2.17;3
16.01.20;16.01.20;17.01.20;60000000;ON;2.575928514;8
16.01.20;16.01.20;17.01.20;120000000;ON;2.282446156;5
16.01.20;16.01.20;17.01.20;200000000;ON;2.21;6
16.01.20;16.01.20;17.01.20;190000000;ON;2.1;9
16.01.20;16.01.20;17.01.20;120000000;ON;2.18;7
16.01.20;16.01.20;17.01.20;50000000;ON;2.16;9
16.01.20;16.01.20;17.01.20;50000000;ON;2.26;6
16.01.20;16.01.20;17.01.20;510000000;ON;2.12;10
16.01.20;16.01.20;17.01.20;150000000;ON;2.16;2
16.01.20;16.01.20;17.01.20;330000000;ON;2.567878913;8
16.01.20;16.01.20;17.01.20;130000000;ON;2.12;1
16.01.20;16.01.20;17.01.20;230000000;ON;2.13;4
16.01.20;16.01.20;17.01.20;120000000;ON;2.21;1
16.01.20;16.01.20;17.01.20;200000000;ON;2.26;1
16.01.20;16.01.20;17.01.20;130000000;ON;2.27;6
16.01.20;16.01.20;17.01.20;230000000;ON;2.25;3
16.01.20;16.01.20;17.01.20;190000000;ON;2.434010254;8
16.01.20;16.01.20;17.01.20;140000000;ON;2.31;6
16.01.20;16.01.20;17.01.20;120000000;ON;2.09;2
16.01.20;16.01.20;17.01.20;110000000;ON;2.296509946;8
16.01.20;16.01.20;17.01.20;100000000;ON;2.18;1
16.01.20;16.01.20;17.01.20;100000000;ON;2.18;2
16.01.20;16.01.20;17.01.20;100000000;ON;2.21;3
16.01.20;16.01.20;17.01.20;130000000;ON;2.2;10
16.01.20;16.01.20;17.01.20;74000000;ON;2.23;2
16.01.20;16.01.20;17.01.20;101000000;ON;2.2;7
16.01.20;16.01.20;17.01.20;370000000;ON;2.15;3
16.01.20;16.01.20;17.01.20;230000000;ON;2.281514654;5
16.01.20;16.01.20;17.01.20;110000000;ON;2.23;7
16.01.20;16.01.20;17.01.20;130000000;ON;2.482603459;8
16.01.20;16.01.20;17.01.20;100000000;ON;2.12;3
16.01.20;16.01.20;17.01.20;150000000;ON;2.09;10
16.01.20;16.01.20;17.01.20;123000000;ON;2.14;3
16.01.20;16.01.20;17.01.20;240000000;ON;2.284277199;5
16.01.20;16.01.20;17.01.20;150000000;ON;2.14;9
16.01.20;16.01.20;17.01.20;50000000;ON;2.14;1
16.01.20;16.01.20;17.01.20;140000000;ON;2.23;3
14.01.20;16.01.20;18.02.20;350000000;1M;2.28;1
14.01.20;16.01.20;18.02.20;350000000;1M;2.28;3
17.01.20;17.01.20;20.01.20;100000000;ON;2;10
17.01.20;17.01.20;20.01.20;130000000;ON;2.01;6
17.01.20;17.01.20;20.01.20;220000000;ON;2.1;1
17.01.20;17.01.20;20.01.20;220000000;ON;2.13;6
17.01.20;17.01.20;20.01.20;150000000;ON;2.11;6
17.01.20;17.01.20;20.01.20;100000000;ON;2.15;9
17.01.20;17.01.20;20.01.20;60000000;ON;1.95;3
17.01.20;17.01.20;20.01.20;110000000;ON;2.12;6
17.01.20;17.01.20;20.01.20;140000000;ON;2.17;9
17.01.20;17.01.20;20.01.20;80000000;ON;1.8;3
17.01.20;17.01.20;20.01.20;350000000;ON;2.14;3
17.01.20;17.01.20;20.01.20;140000000;ON;2.17;6
17.01.20;17.01.20;20.01.20;110000000;ON;2.16;10
17.01.20;17.01.20;20.01.20;120000000;ON;2.09;1
17.01.20;17.01.20;20.01.20;150000000;ON;2.1;3
17.01.20;17.01.20;20.01.20;140000000;ON;2.15;6
17.01.20;17.01.20;20.01.20;140000000;ON;2.17;1
17.01.20;17.01.20;20.01.20;280000000;ON;2.12;4
17.01.20;17.01.20;20.01.20;120000000;ON;2.318170686;8
17.01.20;17.01.20;20.01.20;70000000;ON;2.1;7
17.01.20;17.01.20;20.01.20;90000000;ON;2.1;9
17.01.20;17.01.20;20.01.20;80000000;ON;2.1;4
17.01.20;17.01.20;20.01.20;130000000;ON;2.057863257;5
17.01.20;17.01.20;20.01.20;80000000;ON;2.12;3
17.01.20;17.01.20;20.01.20;140000000;ON;2.04;6
17.01.20;17.01.20;20.01.20;140000000;ON;2.12;6
17.01.20;17.01.20;20.01.20;89000000;ON;1.64;9
17.01.20;17.01.20;20.01.20;150000000;ON;1.981946736;5
17.01.20;17.01.20;20.01.20;90000000;ON;2.01;2
17.01.20;17.01.20;20.01.20;330000000;ON;1.66;3
17.01.20;17.01.20;20.01.20;100000000;ON;2.213449468;5
17.01.20;17.01.20;20.01.20;140000000;ON;1.95;1
17.01.20;17.01.20;20.01.20;140000000;ON;1.94;3
17.01.20;17.01.20;20.01.20;140000000;ON;1.96;9
17.01.20;17.01.20;20.01.20;150000000;ON;2.02;10
17.01.20;17.01.20;20.01.20;110000000;ON;1.91;1
17.01.20;17.01.20;20.01.20;129000000;ON;1.89;4
17.01.20;17.01.20;20.01.20;110000000;ON;2.02;1
17.01.20;17.01.20;20.01.20;120000000;ON;2.11;1
17.01.20;17.01.20;20.01.20;230000000;ON;2.08;3
17.01.20;17.01.20;20.01.20;220000000;ON;2.13;3
17.01.20;17.01.20;20.01.20;250000000;ON;2.11;6
17.01.20;17.01.20;20.01.20;100000000;ON;2.14;1
15.01.20;17.01.20;24.01.20;100000000;1W;2.21;1
15.01.20;17.01.20;24.01.20;100000000;1W;2.23;9
15.01.20;17.01.20;18.02.20;140000000;1M;2.24;9
15.01.20;17.01.20;18.02.20;80000000;1M;2.23;3
15.01.20;17.01.20;18.02.20;90000000;1M;2.622003524;8
15.01.20;17.01.20;17.04.20;76000000;3M;2.37;3
15.01.20;17.01.20;17.04.20;100000000;3M;2.42;4
15.01.20;17.01.20;17.04.20;540000000;3M;2.39;9
20.01.20;20.01.20;21.01.20;50000000;ON;2.458096982;5
20.01.20;20.01.20;21.01.20;80000000;ON;2.26;4
20.01.20;20.01.20;21.01.20;90000000;ON;2.36;1
20.01.20;20.01.20;21.01.20;90000000;ON;1.94;7
20.01.20;20.01.20;21.01.20;450000000;ON;2.15;2
20.01.20;20.01.20;21.01.20;300000000;ON;2.632100916;8
20.01.20;20.01.20;21.01.20;85000000;ON;2.42303831;5
20.01.20;20.01.20;21.01.20;110000000;ON;2.23;4
20.01.20;20.01.20;21.01.20;70000000;ON;2.492721022;8
20.01.20;20.01.20;21.01.20;85000000;ON;2.32;6
20.01.20;20.01.20;21.01.20;130000000;ON;2.13;3
20.01.20;20.01.20;21.01.20;330000000;ON;2.18;7
20.01.20;20.01.20;21.01.20;110000000;ON;2.19;6
20.01.20;20.01.20;21.01.20;150000000;ON;2.497541298;5
20.01.20;20.01.20;21.01.20;100000000;ON;2.2;1
20.01.20;20.01.20;21.01.20;250000000;ON;2.512565347;8
20.01.20;20.01.20;21.01.20;95000000;ON;2.26;4
20.01.20;20.01.20;21.01.20;105000000;ON;2.36;3
20.01.20;20.01.20;21.01.20;520000000;ON;2.19;6
20.01.20;20.01.20;21.01.20;102000000;ON;2.06;1
20.01.20;20.01.20;21.01.20;120000000;ON;2.31;4
20.01.20;20.01.20;21.01.20;59000000;ON;2.16;9
20.01.20;20.01.20;21.01.20;80000000;ON;2.24;6
20.01.20;20.01.20;21.01.20;50000000;ON;2.551242314;5
20.01.20;20.01.20;21.01.20;70000000;ON;2.39;9
20.01.20;20.01.20;21.01.20;86000000;ON;2.23;1
20.01.20;20.01.20;21.01.20;126000000;ON;1.73;6
20.01.20;20.01.20;21.01.20;220000000;ON;2.26;9
20.01.20;20.01.20;21.01.20;250000000;ON;2.367589178;5
20.01.20;20.01.20;21.01.20;345000000;ON;2.107551205;5
20.01.20;20.01.20;21.01.20;110000000;ON;2.2;6
20.01.20;20.01.20;21.01.20;85000000;ON;2.549056149;8
20.01.20;20.01.20;21.01.20;100000000;ON;2.27;2
20.01.20;20.01.20;21.01.20;110000000;ON;2.31;7
20.01.20;20.01.20;21.01.20;130000000;ON;2.03;2
20.01.20;20.01.20;21.01.20;193000000;ON;2.26;10
20.01.20;20.01.20;21.01.20;230000000;ON;2.203076411;5
20.01.20;20.01.20;21.01.20;140000000;ON;2.13;6
20.01.20;20.01.20;21.01.20;210000000;ON;2.14;9
20.01.20;20.01.20;21.01.20;150000000;ON;2.16;1
20.01.20;20.01.20;21.01.20;220000000;ON;2.16;10
20.01.20;20.01.20;21.01.20;110000000;ON;2.14;6
20.01.20;20.01.20;21.01.20;130000000;ON;2.27;6
16.01.20;20.01.20;27.01.20;150000000;1W;2.23;1
16.01.20;20.01.20;19.02.20;130000000;1M;2.24;7
16.01.20;20.01.20;20.04.20;88000000;3M;2.34;6
21.01.20;21.01.20;22.01.20;150000000;ON;2.29;6
21.01.20;21.01.20;22.01.20;150000000;ON;2.64022746;5
21.01.20;21.01.20;22.01.20;100000000;ON;2.34;10
21.01.20;21.01.20;22.01.20;140000000;ON;2.263951405;8
21.01.20;21.01.20;22.01.20;110000000;ON;2.314744433;5
21.01.20;21.01.20;22.01.20;140000000;ON;2.21;7
21.01.20;21.01.20;22.01.20;230000000;ON;2.427916027;8
21.01.20;21.01.20;22.01.20;250000000;ON;2.28;3
21.01.20;21.01.20;22.01.20;140000000;ON;2.477021481;8
21.01.20;21.01.20;22.01.20;110000000;ON;2.32;7
21.01.20;21.01.20;22.01.20;350000000;ON;2.380038974;5
21.01.20;21.01.20;22.01.20;240000000;ON;2.18;7
21.01.20;21.01.20;22.01.20;110000000;ON;2.22;6
21.01.20;21.01.20;22.01.20;100000000;ON;2.743098888;8
21.01.20;21.01.20;22.01.20;100000000;ON;2.3;6
21.01.20;21.01.20;22.01.20;140000000;ON;2.29;7
21.01.20;21.01.20;22.01.20;90000000;ON;2.3;4
21.01.20;21.01.20;22.01.20;130000000;ON;2.28;3
21.01.20;21.01.20;22.01.20;150000000;ON;2.471643957;5
21.01.20;21.01.20;22.01.20;220000000;ON;2.600862394;8
21.01.20;21.01.20;22.01.20;100000000;ON;2.3;6
21.01.20;21.01.20;22.01.20;60000000;ON;2.580583955;5
21.01.20;21.01.20;22.01.20;120000000;ON;2.35;10
21.01.20;21.01.20;22.01.20;70000000;ON;2.35;7
21.01.20;21.01.20;22.01.20;250000000;ON;2.512621545;5
